date,slice_label,OT
1641449780185 ,191,1.040138483
1641449780195 ,191,0.944722593
1641449780205 ,191,1.004824042
1641449780215 ,191,0.916157842
1641449780225 ,191,0.948916972
1641449780235 ,191,0.986518681
1641449780245 ,191,0.964473426
1641449780255 ,191,1.000814319
1641449780265 ,191,0.942807913
1641449780275 ,191,0.911073089
1641449780285 ,191,0.849419355
1641449780295 ,191,0.868107915
1641449780305 ,191,0.895745754
1641449780315 ,191,0.860361218
1641449780325 ,191,0.84108448
1641449780335 ,191,0.857641041
1641449780345 ,191,0.792629063
1641449780355 ,191,0.753081858
1641449780365 ,191,0.704247892
1641449780375 ,191,0.738148987
1641449780385 ,191,0.699880838
1641449780395 ,191,0.712285221
1641449780405 ,191,0.684722364
1641449780415 ,191,0.660001934
1641449780425 ,191,0.670593858
1641449780435 ,191,0.603477955
1641449780445 ,191,0.607870102
1641449780455 ,191,0.543144703
1641449780465 ,191,0.621399164
1641449780475 ,191,0.602390289
1641449780485 ,191,0.596583545
1641449780495 ,191,0.567913473
1641449780505 ,191,0.552314162
1641449780515 ,191,0.536326051
1641449780525 ,191,0.552953541
1641449780535 ,191,0.563935697
1641449780545 ,191,0.565248013
1641449780555 ,191,0.583753824
1641449780565 ,191,0.557035744
1641449780575 ,191,0.53647095
1641449780585 ,191,0.544789791
1641449780595 ,191,0.551384151
1641449780605 ,191,0.552483499
1641449780615 ,191,0.573910296
1641449780625 ,191,0.593951464
1641449780635 ,191,0.55001384
1641449780645 ,191,0.529111624
1641449780655 ,191,0.553621888
1641449780665 ,191,0.530923486
1641449780675 ,191,0.566390991
1641449780685 ,191,0.57178849
1641449780695 ,191,0.589042604
1641449780705 ,191,0.567952991
1641449780715 ,191,0.553598881
1641449780725 ,191,0.559663534
1641449780735 ,192,0.603304088
1641449780745 ,192,0.582111001
1641449780755 ,192,0.570809245
1641449780765 ,192,0.565664053
1641449780775 ,192,0.622915745
1641449780785 ,192,0.568794668
1641449780795 ,192,0.560004056
1641449780805 ,192,0.528625011
1641449780815 ,192,0.557780147
1641449780825 ,192,0.59357816
1641449780835 ,192,0.578920662
1641449780845 ,192,0.550843954
1641449780855 ,192,0.527315497
1641449780865 ,192,0.534193218
1641449780875 ,192,0.595557928
1641449780885 ,192,0.560796022
1641449780895 ,192,0.570489347
1641449780905 ,192,0.534680724
1641449780915 ,192,0.530958235
1641449780925 ,192,0.566461802
1641449780935 ,192,0.558252692
1641449780945 ,192,0.592102587
1641449780955 ,192,0.526721299
1641449780965 ,192,0.52684629
1641449780975 ,192,0.549987197
1641449780985 ,192,0.574016213
1641449780995 ,192,0.595533431
1641449781005 ,192,0.542879343
1641449781015 ,192,0.577468514
1641449781025 ,192,0.526370227
1641449781035 ,192,0.524709761
1641449781045 ,192,0.580599487
1641449781055 ,192,0.557922602
1641449781065 ,192,0.559051394
1641449781075 ,192,0.561563671
1641449781085 ,192,0.591682017
1641449781095 ,192,0.544671714
1641449781105 ,192,0.530112445
1641449781115 ,192,0.547998309
1641449781125 ,192,0.585033119
1641449781135 ,192,0.595941544
1641449781145 ,192,0.555576265
1641449781155 ,192,0.554921567
1641449781165 ,192,0.53086257
1641449781175 ,192,0.539197981
1641449781185 ,192,0.583998978
1641449781195 ,192,0.592175543
1641449781205 ,192,0.569369912
1641449781215 ,192,0.532366872
1641449781225 ,192,0.540837646
1641449781235 ,192,0.550505161
1641449781245 ,192,0.570381463
1641449781255 ,192,0.658047795
1641449781265 ,192,0.562225342
1641449781275 ,192,0.688675404
1641449781285 ,192,0.560103357
1641449781295 ,192,0.69094497
1641449781305 ,192,0.726135373
1641449781315 ,192,0.611802578
1641449781325 ,192,0.880623341
1641449781335 ,192,0.684460461
1641449781345 ,192,0.897840321
1641449781355 ,192,0.60086894
1641449781365 ,192,0.814023376
1641449781375 ,192,0.684739292
1641449781385 ,192,0.749776006
1641449781395 ,192,0.763123393
1641449781405 ,192,0.715444922
1641449781415 ,192,0.853281081
1641449781425 ,192,0.698127806
1641449781435 ,192,0.866502106
1641449781445 ,192,0.708013892
1641449781455 ,192,0.844169021
1641449781465 ,192,0.717944562
1641449781475 ,192,0.847671688
1641449781485 ,192,0.715877652
1641449781495 ,192,0.723142385
1641449781505 ,192,0.7081545
1641449781515 ,192,0.715544522
1641449781525 ,192,0.723157167
1641449781535 ,192,0.722150683
1641449781545 ,192,0.801611066
1641449781555 ,192,0.740529895
1641449781565 ,192,0.82283479
1641449781575 ,192,0.718380094
1641449781585 ,192,0.836575866
1641449781595 ,192,0.683528543
1641449781605 ,192,0.846532345
1641449781615 ,192,0.714915752
1641449781625 ,192,0.827399552
1641449781635 ,192,0.64340502
1641449781645 ,192,0.762063801
1641449781655 ,192,0.796153069
1641449781665 ,192,0.742536485
1641449781675 ,192,0.886224985
1641449781685 ,192,0.710511744
1641449781695 ,192,0.878053188
1641449781705 ,192,0.622489989
1641449781715 ,192,0.810313344
1641449781725 ,192,0.656916916
1641449781735 ,192,0.784150362
1641449781745 ,192,0.674666822
1641449781755 ,192,0.783886015
1641449781765 ,192,0.816335201
1641449781775 ,192,0.706465602
1641449781785 ,192,0.853660405
1641449781795 ,192,0.723121643
1641449781805 ,192,0.839987993
1641449781815 ,192,0.737760067
1641449781825 ,192,0.826719522
1641449781835 ,192,0.684719265
1641449781845 ,192,0.754786313
1641449781855 ,192,0.654946983
1641449781865 ,192,0.780855536
1641449781875 ,192,0.691197574
1641449781885 ,192,0.799813807
1641449781895 ,192,0.792702377
1641449781905 ,192,0.825131953
1641449781915 ,192,0.785844445
1641449781925 ,192,0.74436444
1641449781935 ,192,0.829739928
1641449781945 ,192,0.653517544
1641449781955 ,192,0.815843642
1641449781965 ,192,0.709651053
1641449781975 ,192,0.850941658
1641449781985 ,192,0.667477787
1641449781995 ,192,0.798271179
1641449782005 ,192,0.783588648
1641449782015 ,192,0.785503745
1641449782025 ,192,0.789422214
1641449782035 ,192,0.714559138
1641449782045 ,192,0.824911296
1641449782055 ,192,0.64712739
1641449782065 ,192,0.812013209
1641449782075 ,192,0.754981637
1641449782085 ,192,0.807645798
1641449782095 ,192,0.722419381
1641449782105 ,192,0.813584089
